ID,LABEL,TRACK_ID,TRACK_NAME,TRACK_VISIBLE,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
ID,Label,Track ID,Track name,Track visibility,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
ID,Label,Track ID,Track name,Track visibility,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,,,(quality),(pixels),(pixels),(pixels),(frames),,(pixels),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,(pixels),(pixels),(pixels),(pixels),(radians),,(pixels^2),(pixels),,,
2721,ID2721,0,Track_0,0,3521.0,371.09911831626846,269.3558494501327,0.0,0.0,0,33.454111254406506,1,ø,5690.262603246938,5680.0,3808.0,8048.0,1.9978512E7,571.9537232191237,15057.253204215323,12800.0,5488.0,44080.0,5.2866016E7,7709.874277428981,0.008129178999573177,0.1604471159883806,0.563423728736441,1.4076247274257756,-0.18562315200094204,0.259072344343312,53.07176066468349,22.12780248546927,1.4934287499632948,2.3984198475892162,3516.0000000000005,268.33350328518816,0.6136333135434643,0.8951120162932791,4.525332217589248
2643,ID2643,0,Track_0,0,2696.0,373.40561839421474,267.5100747883058,0.0,1.0,1,29.29714334358542,1,ø,5757.666790352505,5760.0,3952.0,7760.0,1.5516912E7,555.2942332809897,17067.297959183674,14880.0,6032.0,48768.0,4.5996368E7,7634.93298546578,0.01011991241850163,0.20775772523597044,0.5053594406380695,1.5008929211605802,1.0283401136131636,0.004194072815308049,49.249577739530935,18.261637507395065,1.6486132517123318,2.6968872709025837,2696.5,261.380038341715,0.4959814729043425,0.8404238740844632,5.033524710933864
2740,ID2740,1,Track_1,1,104.0,61.06891025641026,422.04967948717945,0.0,0.0,0,5.753627391751594,1,ø,5709.867924528302,5694.0,4538.0,6819.0,605246.0,430.499954658959,4877.132075471698,4811.0,3311.0,6060.0,516976.0,573.4884575659441,0.008368626804414808,0.22014956126135912,0.13399815301214527,2.009815984635662,-0.04877839599345773,-0.030202299060050647,6.267755571234995,5.53298135104113,-0.5530500803115986,1.1327989692312272,104.00000000000003,38.373825194236886,0.8875095145192935,0.9674418604651167,3.7628631437810056
2644,ID2644,1,Track_1,1,58.0,62.33183183183183,408.9144144144144,0.0,1.0,1,4.2031177336829835,1,ø,5616.1578947368425,5610.0,4771.0,6745.0,320121.0,389.9421564005946,4949.526315789473,4909.0,3623.0,6198.0,282123.0,534.6461481759674,0.0066114970008940175,0.18919385860942448,0.07802372199583472,1.340063990311261,-0.05879089731258328,0.010125989571503154,5.940701112353005,3.1459695273241794,1.3683715507288938,1.8883530373563087,55.5,30.015339721864635,0.7741343184775326,0.9487179487179488,4.028995400727096
2699,ID2699,2,Track_2,1,1077.0,506.2412727834415,65.05977757182576,0.0,3.0,3,18.532575838029377,1,ø,5910.617592592593,5911.0,4300.0,7466.0,6383467.0,358.3293940615377,7975.775925925926,7432.0,4568.0,13535.0,8613838.0,2105.604038904435,0.007393827351919692,0.24213102616252194,0.32938478717087066,1.8770639437662981,-0.6252799842559996,6.041798174281002,45.727616686534404,9.74058120253384,1.6911567249876145,4.694547043521302,1079.0000000000002,229.79481575426203,0.25677388700334847,0.7011046133853153,6.995673053488302
2681,ID2681,2,Track_2,1,315.0,511.89021796916535,56.73976608187135,0.0,4.0,4,9.989501955483986,1,ø,5963.476190476191,5955.0,4932.0,7039.0,1878495.0,380.2466203212017,6602.0317460317465,6569.0,4797.0,8077.0,2079640.0,570.3944653682553,0.003642334378628309,0.11383215657523474,0.14110023549401055,2.86243902847111,-0.38912766187809417,0.06365365715640085,13.483959675466066,7.7337977098772015,0.13439889724891851,1.7435107797356864,313.5,72.46564215293192,0.7502104668533306,0.9500000000000002,4.092732615697512
2717,ID2717,3,Track_3,0,418.0,110.75228446563369,275.82101708383,0.0,3.0,3,11.555561312809525,1,ø,5750.395238095238,5754.0,4367.0,6892.0,2415166.0,401.07430432606293,11185.1,11479.0,7252.0,14767.0,4697742.0,1630.4787734125575,0.003196910104598128,0.09137914517673695,0.3471213725819201,3.535325010216751,0.7370713354946422,0.12199253719537005,14.125716825486558,10.481845564701619,0.28125313520350864,1.3476364193969754,419.5,82.39035680488604,0.77658511470951,0.9501698754246884,4.022632898202158
